launch_date,phi_at_launch,D_mGy,H_mSv,REID_median,REID_p5,REID_p95,panel
2014-05-01,640.36,389.12785878935006,1317.265168020315,0.051329977303747096,0.014198859800699334,0.17626687311725608,real
2014-06-01,649.4258064516129,384.3553880687674,1302.8560279735123,0.05076849518949635,0.014043543039624821,0.17433874647880893,real
2014-07-01,655.28,379.2330674683098,1287.16224699994,0.0501569543693636,0.013874379076896245,0.1722387185066459,real
2014-08-01,630.9290322580645,372.3619873378078,1266.7862347124374,0.04936296066661487,0.013654745134701921,0.16951214829154296,real
2014-09-01,634.5032258064516,368.03313214347276,1254.2705214028229,0.04887525986367919,0.013519837704593493,0.1678373862895739,real
2014-10-01,646.9066666666666,367.5206279346752,1253.3924834849392,0.0488410452898098,0.013510373294846393,0.1677198936221739,real
2014-11-01,652.7161290322581,370.52824291980454,1262.9995788372999,0.04921540574385015,0.013613928602700713,0.16900544545988397,real
2014-12-01,688.56,377.477434582971,1284.3576823200822,0.05004766867286231,0.013844148549544535,0.1718634319974638,real
2015-01-01,694.4612903225806,388.1050244936023,1317.372215683143,0.05133414863859808,0.014200013672215402,0.17628119745927864,real
2015-02-01,675.2709677419355,396.1658566359788,1341.7906468498056,0.05228566360157369,0.014463221027200381,0.1795486948566669,real
2015-03-01,694.75,403.93571236278393,1365.1361299102116,0.05319536890975898,0.014714863026853705,0.18267261811856725,real
2015-04-01,703.1774193548388,415.7357751970262,1400.6975246603427,0.054581092627146194,0.015098180881627989,0.18743118610356485,real
2015-05-01,672.4333333333334,430.04836007989434,1444.0382705530656,0.056269954943565265,0.01556535270817326,0.19323073044934086,real
2015-06-01,658.8677419354839,447.1804300459497,1495.791755806364,0.05828663714843523,0.0161232058262463,0.20015600657444235,real
2015-07-01,643.7933333333333,465.13732568650903,1550.3706303965719,0.060413416525885694,0.016711513941575107,0.20745935581333033,real
2015-08-01,623.158064516129,479.5972154145594,1593.910575561103,0.06211004105628344,0.017180832945925935,0.2132855555612389,real
2015-09-01,620.7612903225806,494.35354396629793,1639.8474909225622,0.06390006851632138,0.017675988998578713,0.2194325004801465,real
2015-10-01,619.2933333333333,511.6429554345893,1694.1481002493729,0.06601600470896643,0.018261297680264015,0.22669861427922555,real
2015-11-01,614.9064516129032,529.2810673608091,1749.2576667119806,0.06816346359911249,0.01885532614687554,0.23407297685635986,real
2015-12-01,603.8733333333333,546.3268307689351,1802.064539493921,0.07022119324017825,0.01942453377594463,0.24113920966228933,real
2016-01-01,577.3741935483871,562.5646848949252,1852.013639249482,0.07216756381084227,0.01996293734252966,0.24782303600392602,real
2016-02-01,547.941935483871,578.0841879093074,1900.8553705587428,0.07407078346656873,0.020489404535407655,0.2543586823297566,real
2016-03-01,539.8206896551725,592.4054003314294,1947.085330791226,0.07587223002956622,0.020987719331751538,0.26054484038839676,real
2016-04-01,542.5967741935484,609.2670548905186,2000.8223325855927,0.07796620408235444,0.02156695286279134,0.26773553631427843,real
2016-05-01,534.1,627.2336430740386,2057.966192105768,0.08019293343300395,0.02218290906469807,0.2753821132374432,real
2016-06-01,517.0096774193548,645.3821350574327,2115.6532504571474,0.08244082965601451,0.02280472043095244,0.283101377089392,real
2016-07-01,512.7,661.798897548566,2167.972675187136,0.08447956486979949,0.02336867383580166,0.2901023831315608,real
2016-08-01,507.4258064516129,676.4792357346853,2214.255014347594,0.08628305248667847,0.023867553226938527,0.2962955501585359,real
2016-09-01,498.5548387096774,686.3347615740868,2245.520878546085,0.08750139192102525,0.024204569366953265,0.3004793213925839,real
2016-10-01,486.48,697.4185166763854,2280.735140452145,0.08887358888507524,0.02458414546137068,0.305191438577495,real
2016-11-01,473.48064516129034,704.4354700456079,2302.6391719924777,0.08972712503643007,0.02482024999101424,0.3081224772491382,real
2016-12-01,467.03333333333336,702.7134822429337,2296.272885443998,0.0894790494386112,0.024751627505316242,0.3072705869460222,real
2017-01-01,457.5290322580645,694.5639966180413,2268.657067028675,0.08840294163063411,0.02445395537104882,0.30357523837170397,real
2017-02-01,449.84193548387094,684.7675677069021,2237.2929281156585,0.08718077271761547,0.024115879923517734,0.29937831672796145,real
2017-03-01,443.7,680.9712234834748,2224.9706699083636,0.08670061029514592,0.02398305775455661,0.2977294414850157,real
2017-04-01,450.46774193548384,681.7648899361661,2226.4239444490627,0.08675724016056802,0.023998722665431255,0.29792390814616254,real
2017-05-01,455.66,687.16278281421,2243.954084549712,0.08744033853388199,0.024187680824819785,0.30026966438102365,real
2017-06-01,445.8290322580645,693.7727259863725,2268.149979862069,0.08838318192439969,0.024448489455939113,0.30350738364402613,real
2017-07-01,448.82,698.3719491374244,2284.7299563383076,0.08902925519566139,0.02462720575938378,0.30572599587243293,real
2017-08-01,468.3290322580645,708.483556057646,2317.472614426324,0.09030514097577966,0.02498014032637964,0.31010738095634577,real
2017-09-01,488.8741935483871,721.9670617391415,2359.9016820898305,0.09195847785362335,0.02543748513276658,0.31578493113218964,real
2017-10-01,487.26,740.3241640594499,2417.8312459601025,0.09421582380861115,0.026061910476788862,0.32353664531423637,real
2017-11-01,463.2193548387097,756.6135172865975,2469.1891952740452,0.09621709313285327,0.026615500095389363,0.3304089936880176,real
2017-12-01,447.33333333333337,766.8909477877316,2501.4949864731,0.09747595548592015,0.02696372565476966,0.33473192041263033,real
2018-01-01,439.85806451612905,774.2330572375255,2524.783405364278,0.0983834371700528,0.027214752557206283,0.3378482077611845,real
2018-02-01,434.06129032258065,782.9467738457572,2552.8404497600413,0.09947673826614807,0.027517180685930086,0.3416025979968162,real
2018-03-01,433.95000000000005,788.9341767533004,2571.895161713579,0.10021924475295851,0.027722572273090627,0.3441523613821547,real
2018-04-01,430.1709677419355,794.5331013739122,2589.8130048445823,0.10091745078130793,0.02791570950067739,0.3465499972252509,real
2018-05-01,426.34,794.438679470376,2589.366449652002,0.10090004982935344,0.02791089606240644,0.34649024244741156,real
2018-06-01,421.2516129032258,794.2709164426216,2588.478114181457,0.10086543398992477,0.02790132065488146,0.34637137183618355,real
2018-07-01,416.33333333333337,798.0421915193235,2600.306643116056,0.10132635722428172,0.028028820894065113,0.34795417980795446,real
2018-08-01,416.97741935483873,802.9963048015468,2615.095514920092,0.10190263637632976,0.028188230800630546,0.34993311939666844,real
2018-09-01,415.28709677419357,801.3658342740443,2610.8306838779927,0.10173644836353639,0.028142259997249,0.34936243063147926,real
2018-10-01,410.1,800.1057362409148,2606.2393900570296,0.10155753904949216,0.028092770237062258,0.34874805698444805,real
2018-11-01,411.8516129032258,799.9535255438192,2606.098431491435,0.10155204630577706,0.02809125083841787,0.3487291949313097,real
2018-12-01,416.24,801.5848549980152,2612.0557466600635,0.10178418548308221,0.028155465003432995,0.3495263596498806,real
2019-01-01,421.6258064516129,805.8102944520601,2625.255849056817,0.10229855493039006,0.02829774949393391,0.35129270163689313,real
2019-02-01,420.8290322580645,813.2996019012392,2647.5947609008076,0.10316903709736766,0.028538541617701745,0.3542819328373961,real
2019-03-01,410.54999999999995,819.0462056628421,2664.053187216378,0.1038103739137835,0.02871594772656147,0.356484280104679,real
2019-04-01,403.7064516129032,820.619379822093,2669.6599515163566,0.1040288531473139,0.02877638328818085,0.3572345366478987,real
2019-05-01,416.1533333333333,823.0105098920184,2678.73396222698,0.10438244084942422,0.028874192452985396,0.3584487549643201,real
2019-06-01,418.73548387096776,828.2814526295228,2696.405385431863,0.10507104461277642,0.02906467350923472,0.3608134166797268,real
2019-07-01,411.8666666666667,832.5062140638937,2708.2739011843228,0.10553352601666756,0.029192604768105583,0.3624015753975141,real
2019-08-01,411.3322580645161,838.3399835049759,2725.5056250111743,0.1062049959791399,0.029378346285213748,0.3647073997304721,real
2019-09-01,404.88709677419354,839.4706217120086,2730.1201346599114,0.10638480994620439,0.029428086289840043,0.36532487995123486,real
2019-10-01,400.52666666666664,840.0507989970879,2732.627421583412,0.10648251159656436,0.029455112447041496,0.36566038690666236,real
2019-11-01,399.0354838709677,840.0389783095003,2732.6582122065083,0.10648371141724058,0.02945544434053654,0.36566450708457815,real
2019-12-01,399.15333333333336,835.2723038097491,2719.4762234531195,0.10597004780572444,0.02931335509780263,0.3639005889339762,real
2020-01-01,405.4258064516129,836.3463263192107,2722.6167666283836,0.10609242560316523,0.029347207152291128,0.3643208336491884,real
2020-02-01,404.5741935483871,837.0184694081657,2724.28046969059,0.1061572552536384,0.029365140281552994,0.36454345832923785,real
2020-03-01,397.70344827586206,835.4014666985443,2719.4082577276063,0.10596739937985494,0.02931262249222614,0.3638914942534167,real
2020-04-01,396.86451612903227,829.5656992437902,2701.429643540905,0.1052668252809109,0.029118830210728645,0.36148572646830623,real
2020-05-01,400.05333333333334,821.1318208903026,2674.607784175712,0.10422165573882941,0.028829716196355364,0.35789661973697234,real
2020-06-01,400.56774193548387,810.2400444906551,2639.6890144043728,0.10286097324045947,0.028453325224793206,0.35322404316687633,real
2020-07-01,402.41333333333336,801.128133246715,2610.608111903538,0.10172777538358171,0.028139860884042658,0.349332647663757,real
2020-08-01,405.4677419354839,798.36638443871,2601.7374211725314,0.10138211046740131,0.028044243314336303,0.34814563615270755,real
2020-09-01,404.6193548387097,794.7343457158738,2589.579978040105,0.10090837040715442,0.02791319769439349,0.34651881526798456,real
2020-10-01,404.35999999999996,788.9838980735526,2570.598258954766,0.10016870823928517,0.027708592900603915,0.3439788192589871,real
2020-11-01,403.5548387096774,783.1240382992484,2551.233025912818,0.09941410165235262,0.02749985419282823,0.34138750419322766,real
2020-12-01,413.61333333333334,774.1001892419251,2523.375908895545,0.0983285911424274,0.027199581090204265,0.33765986678968507,real
2021-01-01,422.00967741935483,771.7286801773749,2517.334415191131,0.09809317177337634,0.027134459561010037,0.3368514379098454,real
2021-02-01,432.49032258064517,768.5404919468921,2507.122327993727,0.0976952365536556,0.027024383019165103,0.335484930450309,real
2021-03-01,430.0,766.6971284643976,2500.0181416276955,0.09741840715454683,0.026947806678532856,0.3345342997442193,real
2021-04-01,415.2225806451613,759.1880942254458,2475.1461437677976,0.09644921802190919,0.026679710307999708,0.33120610934081546,real
2021-05-01,415.3933333333333,734.0643557375101,2393.646910569035,0.09327343087447221,0.025801226450574966,0.32030047291607827,real
2021-06-01,419.7032258064516,695.6976478464624,2270.652457666675,0.08848069617743853,0.02447546377543423,0.3038422470780348,real
2021-07-01,428.74666666666667,657.0896861694207,2147.1135384714435,0.08366674521876344,0.023143832273920202,0.2873111647086777,real
2021-08-01,433.68387096774194,619.3957803805841,2026.6166505167407,0.07897133333507832,0.02184499096237114,0.2711871449017498,real
2021-09-01,431.94193548387096,581.1050728773631,1906.0323677043625,0.07427251592897463,0.02054520761776635,0.2550514305486795,real
2021-10-01,430.49333333333334,543.3622889074835,1789.7902593203687,0.0697429003815922,0.019292228764341928,0.23949675449192398,real
2021-11-01,438.36451612903227,505.18689918811157,1672.082700971163,0.06515618052804559,0.018023453760600817,0.22374598254699882,real
2021-12-01,442.40666666666664,470.8490709979826,1565.9841973166544,0.061021831638571666,0.016879813273455467,0.20954865012249824,real
2022-01-01,507.70000000000005,438.1822708220005,1465.4176850625627,0.05710304830106226,0.015795802367521348,0.19609156867398647,real
2022-02-01,570.2258064516129,422.320483688904,1416.8712405064077,0.055211335107893986,0.01527251808368106,0.18959543548029248,real
